name;rarity;arts
Soul Keeper Lemia;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4b/Unit_ills_full_60164.png/]
Lorand;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/16/Unit_ills_full_10162.png/]
Professor Lorand;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/29/Unit_ills_full_10163.png/]
Master Lorand;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/cd/Unit_ills_full_10164.png/]
Dean;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/42/Unit_ills_full_20162.png/]
Ice Mage Dean;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b0/Unit_ills_full_20163.png/]
Ice Wizard Dean;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/24/Unit_ills_full_20164.png/]
Edea;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/35/Unit_ills_full_30162.png/]
Earth Knight Edea;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3b/Unit_ills_full_30163.png/]
Mother Earth Edea;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d0/Unit_ills_full_30164.png/]
Loch;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/80/Unit_ills_full_40162.png/]
Shock Bow Loch;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/de/Unit_ills_full_40163.png/]
Zeus Bow Loch;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/41/Unit_ills_full_40164.png/]
Star Prince Nekky;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/ba/Unit_ills_full_50223.png/]
Star King Nekky;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/07/Unit_ills_full_50224.png/]
Platinum Nekky;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/61/Unit_ills_full_50234.png/]
Fire Ghost;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1c/Unit_ills_full_10202.png/]
Fire King;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/eb/Unit_ills_full_10203.png/]
Fire God;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/68/Unit_ills_full_10204.png/]
Water Ghost;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/91/Unit_ills_full_20202.png/]
Water King;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/52/Unit_ills_full_20203.png/]
Water God;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/52/Unit_ills_full_20204.png/]
Earth Ghost;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/dc/Unit_ills_full_30202.png/]
Earth King;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/cc/Unit_ills_full_30203.png/]
Earth God;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/15/Unit_ills_full_30204.png/]
Thunder Ghost;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/27/Unit_ills_full_40202.png/]
Thunder King;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c0/Unit_ills_full_40203.png/]
Thunder God;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b5/Unit_ills_full_40204.png/]
Light Ghost;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c9/Unit_ills_full_50202.png/]
Light King;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f3/Unit_ills_full_50203.png/]
Light God;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/13/Unit_ills_full_50204.png/]
Orc;2★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0b/Unit_ills_full_10171.png/]
Ogre;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b5/Unit_ills_full_10172.png/]
Wendigo;2★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/79/Unit_ills_full_20171.png/]
Hrungnir;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fe/Unit_ills_full_20172.png/]
Dwarf;2★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9c/Unit_ills_full_30171.png/]
Dwarf Prince;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/13/Unit_ills_full_30172.png/]
Empusa;2★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5d/Unit_ills_full_40171.png/]
Gorgon;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/67/Unit_ills_full_40172.png/]
Al-mi'raj;2★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/25/Unit_ills_full_50171.png/]
Cait Sith;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/55/Unit_ills_full_50172.png/]
Imp;2★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0f/Unit_ills_full_60181.png/]
Incubus;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f4/Unit_ills_full_60182.png/]
Pyromancer Liza;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e0/Unit_ills_full_10042.png/]
Bishop Merith;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/be/Unit_ills_full_20042.png/]
Time Lord Claris;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/89/Unit_ills_full_30042.png/]
Royal Dancer May;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9b/Unit_ills_full_40042.png/]
Great Sage Mimir;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f0/Unit_ills_full_50042.png/]
Dark Arts Lily;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/86/Unit_ills_full_60042.png/]
Drake Chief Aisha;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/42/Unit_ills_full_10212.png/]
Drake Lord Aisha;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/59/Unit_ills_full_10213.png/]
Drake Queen Aisha;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/74/Unit_ills_full_10214.png/]
Twin Gem Rickel;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/70/Unit_ills_full_20212.png/]
Twin Flash Rickel;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/28/Unit_ills_full_20213.png/]
Twin Shot Rickel;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4c/Unit_ills_full_20214.png/]
Twins Il & Mina;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c6/Unit_ills_full_30212.png/]
Earthly Il & Mina;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ed/Unit_ills_full_30213.png/]
Gemini Il & Mina;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ea/Unit_ills_full_30214.png/]
Bolt Pike Amy;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5e/Unit_ills_full_40212.png/]
Bolt Knight Amy;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0d/Unit_ills_full_40213.png/]
Bolt Goddess Amy;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0c/Unit_ills_full_40214.png/]
Eight Blade Sefia;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d1/Unit_ills_full_50162.png/]
Blade Storm Sefia;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/43/Unit_ills_full_50163.png/]
Blade Queen Sefia;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fb/Unit_ills_full_50164.png/]
Kikuri;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/65/Unit_ills_full_60172.png/]
Goth Kikuri;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/33/Unit_ills_full_60173.png/]
Goth Idol Kikuri;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e9/Unit_ills_full_60174.png/]
Dragon Mimic;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/03/Unit_ills_full_60144.png/]
Fire Pot;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2f/Unit_ills_full_10191.png/]
Water Pot;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d2/Unit_ills_full_20191.png/]
Earth Pot;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/da/Unit_ills_full_30191.png/]
Thunder Pot;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/af/Unit_ills_full_40191.png/]
Light Pot;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7b/Unit_ills_full_50191.png/]
Dark Pot;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/96/Unit_ills_full_60201.png/]
Great Thief Leon;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/43/Unit_ills_full_10063.png/]
Sea Prince Verica;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9d/Unit_ills_full_20063.png/]
Wild Bandit Zaza;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f2/Unit_ills_full_30063.png/]
Sky Emperor Grafl;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ad/Unit_ills_full_40063.png/]
Disciple Zebra;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/78/Unit_ills_full_60233.png/]
Mad God Zebra;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0d/Unit_ills_full_60234.png/]
Swordswoman Seria;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/60/Unit_ills_full_10233.png/]
Blade God Seria;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fe/Unit_ills_full_10234.png/]
Beast King Zegar;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2d/Unit_ills_full_10024.png/]
Dragon Hero Zephu;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2e/Unit_ills_full_20024.png/]
Bow God Lario;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/45/Unit_ills_full_30024.png/]
General Weiss;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/25/Unit_ills_full_40024.png/]
Holy Empress Luna;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/bc/Unit_ills_full_50024.png/]
Ryujin Mifune;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/53/Unit_ills_full_60024.png/]
Magma Knight Agni;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fb/Unit_ills_full_10104.png/]
Ice Knight Sergio;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a1/Unit_ills_full_20104.png/]
Empress Lidith;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/94/Unit_ills_full_30104.png/]
Sky Legend Falma;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/ce/Unit_ills_full_40104.png/]
Pistol God Heidt;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/50/Unit_ills_full_50094.png/]
Executioner Shida;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7a/Unit_ills_full_60094.png/]
Miracle Totem;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e9/Unit_ills_full_50354.png/]
Burst Frog;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a4/Unit_ills_full_10312.png/]
Brave Knight Karl;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7b/Unit_ills_full_20233.png/]
Ice Warrior Karl;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/23/Unit_ills_full_20234.png/]
Lugina;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f7/Unit_ills_full_30233.png/]
Gaia King Lugina;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/70/Unit_ills_full_30234.png/]
Holy Flame Vargas;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/41/Unit_ills_full_10015.png/]
Holy Ice Selena;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b4/Unit_ills_full_20015.png/]
Holy Earth Lance;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1c/Unit_ills_full_30015.png/]
Holy Thunder Eze;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/60/Unit_ills_full_40015.png/]
Holy Light Atro;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8e/Unit_ills_full_50015.png/]
Unholy Magress;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7f/Unit_ills_full_60015.png/]
Keymaster Gilnea;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e7/Unit_ills_full_50344.png/]
Fire Princess Lyn;3★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3d/Unit_ills_full_10302.png/]
Red Axe Michele;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7c/Unit_ills_full_10253.png/]
Lotus Axe Michele;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3f/Unit_ills_full_10254.png/]
Polar Angel Tiara;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/43/Unit_ills_full_20253.png/]
Ice Apostle Tiara;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c9/Unit_ills_full_20254.png/]
Scar Blade Zelban;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f8/Unit_ills_full_30253.png/]
Blade Hero Zelban;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a1/Unit_ills_full_30254.png/]
Drakeborn Lodin;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f8/Unit_ills_full_40253.png/]
Drake God Lodin;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3d/Unit_ills_full_40254.png/]
Legionary Melchio;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/55/Unit_ills_full_50273.png/]
Centurion Melchio;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/ba/Unit_ills_full_50274.png/]
Duel-GX;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/ca/Unit_ills_full_60253.png/]
Duel-GX II;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2d/Unit_ills_full_60254.png/]
Malvan;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4a/Unit_ills_full_10083.png/]
Legnaura;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9a/Unit_ills_full_20083.png/]
Xipe Totec;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2d/Unit_ills_full_30083.png/]
Crow Tengu;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/cc/Unit_ills_full_40083.png/]
Saint Maria;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/55/Unit_ills_full_50073.png/]
Nyx;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7e/Unit_ills_full_60073.png/]
Dalimaone;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/19/Unit_ills_full_10094.png/]
Meltia;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c3/Unit_ills_full_20094.png/]
Lemenara;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2b/Unit_ills_full_30094.png/]
Zazabis;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6b/Unit_ills_full_40094.png/]
Legendary Jona;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d9/Unit_ills_full_50084.png/]
Legion;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e7/Unit_ills_full_60084.png/]
Phoenix Reborn;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5f/Unit_ills_full_10115.png/]
Felneus;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b5/Unit_ills_full_20115.png/]
Alpha Tree Altri;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/cd/Unit_ills_full_30115.png/]
Omega Behemoth;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a6/Unit_ills_full_40115.png/]
Duelmex;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/39/Unit_ills_full_50105.png/]
Hellborn Dilias;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2e/Unit_ills_full_60105.png/]
Grahdens;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6c/Unit_ills_full_60324.png/]
War Demon Vishra;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/34/Unit_ills_full_10283.png/]
Rakshasa Vishra;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/93/Unit_ills_full_10284.png/]
Hail Bot Reeze;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/95/Unit_ills_full_20283.png/]
Hail Mech Reeze;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/64/Unit_ills_full_20284.png/]
Pugilist Dilma;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/ca/Unit_ills_full_30283.png/]
Champ Fist Dilma;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7e/Unit_ills_full_30284.png/]
Shock Mage Rashil;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/91/Unit_ills_full_40283.png/]
Bolt Magus Rashil;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/03/Unit_ills_full_40284.png/]
Cyborg Lilith;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8b/Unit_ills_full_50313.png/]
Cyborg Lilith II;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f0/Unit_ills_full_50314.png/]
Dark Swords Logan;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fc/Unit_ills_full_60283.png/]
Evil Blades Logan;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/50/Unit_ills_full_60284.png/]
Paladin Paris;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/dc/Unit_ills_full_40233.png/]
Royal Guard Paris;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/04/Unit_ills_full_40234.png/]
Freya;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/08/Unit_ills_full_10243.png/]
Blaze Sibyl Freya;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/8f/Unit_ills_full_10244.png/]
Eliza;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9e/Unit_ills_full_20243.png/]
Snow Sibyl Eliza;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/bd/Unit_ills_full_20244.png/]
Paula;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1b/Unit_ills_full_30243.png/]
Rose Sibyl Paula;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fe/Unit_ills_full_30244.png/]
Zele;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a4/Unit_ills_full_40243.png/]
Bolt Sibyl Zele;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6d/Unit_ills_full_40244.png/]
Sola;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f5/Unit_ills_full_50263.png/]
Ray Sibyl Sola;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ac/Unit_ills_full_50264.png/]
Madia;4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d6/Unit_ills_full_60243.png/]
Night Sibyl Madia;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ae/Unit_ills_full_60244.png/]
Aisha (4★);4★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/72/Unit_ills_full_10323.png/]
Aisha (5★);5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0f/Unit_ills_full_10324.png/]
